,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
3060,200301140WAS,Toronto,TOR,84,Washington,WAS,75,Toronto,TOR,Washington,WAS
3061,200301150BOS,Atlanta,ATL,66,Boston,BOS,86,Boston,BOS,Atlanta,ATL
3062,200301150DEN,Utah,UTA,92,Denver,DEN,81,Utah,UTA,Denver,DEN
3063,200301150GSW,Cleveland,CLE,80,Golden State,GSW,108,Golden State,GSW,Cleveland,CLE
3064,200301150HOU,Phoenix,PHO,96,Houston,HOU,102,Houston,HOU,Phoenix,PHO
3065,200301150IND,Miami,MIA,81,Indiana,IND,104,Indiana,IND,Miami,MIA
3066,200301150LAC,Minnesota,MIN,95,LA Clippers,LAC,64,Minnesota,MIN,LA Clippers,LAC
3067,200301150NOH,LA Lakers,LAL,90,New Orleans,NOH,82,LA Lakers,LAL,New Orleans,NOH
3068,200301150PHI,New Jersey,NJN,107,Philadelphia,PHI,108,Philadelphia,PHI,New Jersey,NJN
3069,200301150POR,Memphis,MEM,92,Portland,POR,100,Portland,POR,Memphis,MEM
3070,200301150SAC,Dallas,DAL,94,Sacramento,SAC,123,Sacramento,SAC,Dallas,DAL
3071,200301150TOR,Milwaukee,MIL,99,Toronto,TOR,87,Milwaukee,MIL,Toronto,TOR
3072,200301160UTA,Seattle,SEA,85,Utah,UTA,92,Utah,UTA,Seattle,SEA
3073,200301160WAS,Orlando,ORL,93,Washington,WAS,108,Washington,WAS,Orlando,ORL
3074,200301170BOS,Indiana,IND,93,Boston,BOS,98,Boston,BOS,Indiana,IND
3075,200301170DEN,Cleveland,CLE,80,Denver,DEN,97,Denver,DEN,Cleveland,CLE
3076,200301170DET,New York,NYK,82,Detroit,DET,99,Detroit,DET,New York,NYK
3077,200301170GSW,Minnesota,MIN,98,Golden State,GSW,107,Golden State,GSW,Minnesota,MIN
3078,200301170HOU,LA Lakers,LAL,104,Houston,HOU,108,Houston,HOU,LA Lakers,LAL
3079,200301170NJN,Toronto,TOR,77,New Jersey,NJN,88,New Jersey,NJN,Toronto,TOR
3080,200301170NOH,Chicago,CHI,83,New Orleans,NOH,90,New Orleans,NOH,Chicago,CHI
3081,200301170PHI,Milwaukee,MIL,99,Philadelphia,PHI,95,Milwaukee,MIL,Philadelphia,PHI
3082,200301170PHO,Dallas,DAL,106,Phoenix,PHO,111,Phoenix,PHO,Dallas,DAL
3083,200301170SAS,Atlanta,ATL,93,San Antonio,SAS,106,San Antonio,SAS,Atlanta,ATL
3084,200301170SEA,Memphis,MEM,97,Seattle,SEA,103,Seattle,SEA,Memphis,MEM
3085,200301180ATL,New York,NYK,95,Atlanta,ATL,92,New York,NYK,Atlanta,ATL
3086,200301180IND,Detroit,DET,86,Indiana,IND,88,Indiana,IND,Detroit,DET
3087,200301180LAC,Sacramento,SAC,107,LA Clippers,LAC,112,LA Clippers,LAC,Sacramento,SAC
3088,200301180MIA,Chicago,CHI,101,Miami,MIA,102,Miami,MIA,Chicago,CHI
3089,200301180MIL,Boston,BOS,97,Milwaukee,MIL,95,Boston,BOS,Milwaukee,MIL
3090,200301180POR,Minnesota,MIN,104,Portland,POR,98,Minnesota,MIN,Portland,POR
3091,200301180UTA,Cleveland,CLE,78,Utah,UTA,95,Utah,UTA,Cleveland,CLE
3092,200301180WAS,Philadelphia,PHI,88,Washington,WAS,80,Philadelphia,PHI,Washington,WAS
3093,200301190SEA,Dallas,DAL,81,Seattle,SEA,85,Seattle,SEA,Dallas,DAL
3094,200301190TOR,Orlando,ORL,101,Toronto,TOR,93,Orlando,ORL,Toronto,TOR
3095,200301200ATL,Chicago,CHI,115,Atlanta,ATL,102,Chicago,CHI,Atlanta,ATL
3096,200301200DET,Indiana,IND,78,Detroit,DET,88,Detroit,DET,Indiana,IND
3097,200301200GSW,Sacramento,SAC,102,Golden State,GSW,80,Sacramento,SAC,Golden State,GSW
3098,200301200LAL,LA Clippers,LAC,92,LA Lakers,LAL,96,LA Lakers,LAL,LA Clippers,LAC
3099,200301200MEM,Portland,POR,99,Memphis,MEM,87,Portland,POR,Memphis,MEM
3100,200301200MIN,Toronto,TOR,81,Minnesota,MIN,89,Minnesota,MIN,Toronto,TOR
3101,200301200NOH,Phoenix,PHO,102,New Orleans,NOH,114,New Orleans,NOH,Phoenix,PHO
3102,200301200NYK,Miami,MIA,65,New York,NYK,72,New York,NYK,Miami,MIA
3103,200301200PHI,Boston,BOS,100,Philadelphia,PHI,99,Boston,BOS,Philadelphia,PHI
3104,200301200SAS,Houston,HOU,82,San Antonio,SAS,87,San Antonio,SAS,Houston,HOU
3105,200301200UTA,New Jersey,NJN,103,Utah,UTA,106,Utah,UTA,New Jersey,NJN
3106,200301200WAS,Denver,DEN,74,Washington,WAS,89,Washington,WAS,Denver,DEN
3107,200301210CLE,Orlando,ORL,103,Cleveland,CLE,94,Orlando,ORL,Cleveland,CLE
3108,200301210DAL,Houston,HOU,86,Dallas,DAL,107,Dallas,DAL,Houston,HOU
3109,200301210SAC,New Jersey,NJN,102,Sacramento,SAC,109,Sacramento,SAC,New Jersey,NJN
3110,200301220ATL,Portland,POR,112,Atlanta,ATL,110,Portland,POR,Atlanta,ATL
3111,200301220BOS,Milwaukee,MIL,106,Boston,BOS,97,Milwaukee,MIL,Boston,BOS
3112,200301220DET,Philadelphia,PHI,92,Detroit,DET,83,Philadelphia,PHI,Detroit,DET
3113,200301220IND,Toronto,TOR,98,Indiana,IND,101,Indiana,IND,Toronto,TOR
3114,200301220LAL,Golden State,GSW,114,LA Lakers,LAL,110,Golden State,GSW,LA Lakers,LAL
3115,200301220MIA,Phoenix,PHO,85,Miami,MIA,92,Miami,MIA,Phoenix,PHO
3116,200301220MIN,Seattle,SEA,91,Minnesota,MIN,96,Minnesota,MIN,Seattle,SEA
3117,200301220NOH,Washington,WAS,94,New Orleans,NOH,103,New Orleans,NOH,Washington,WAS
3118,200301220NYK,Denver,DEN,88,New York,NYK,97,New York,NYK,Denver,DEN
3119,200301220ORL,Chicago,CHI,91,Orlando,ORL,94,Orlando,ORL,Chicago,CHI
3120,200301220SAS,Memphis,MEM,98,San Antonio,SAS,93,Memphis,MEM,San Antonio,SAS
3121,200301220UTA,LA Clippers,LAC,96,Utah,UTA,89,LA Clippers,LAC,Utah,UTA
3122,200301230GSW,New Jersey,NJN,97,Golden State,GSW,105,Golden State,GSW,New Jersey,NJN
3123,200301230MEM,Sacramento,SAC,104,Memphis,MEM,98,Sacramento,SAC,Memphis,MEM
3124,200301230PHI,Dallas,DAL,107,Philadelphia,PHI,94,Dallas,DAL,Philadelphia,PHI
3125,200301240ATL,Sacramento,SAC,104,Atlanta,ATL,115,Atlanta,ATL,Sacramento,SAC
3126,200301240BOS,Denver,DEN,58,Boston,BOS,77,Boston,BOS,Denver,DEN
3127,200301240CHI,Washington,WAS,97,Chicago,CHI,104,Chicago,CHI,Washington,WAS
3128,200301240HOU,Detroit,DET,98,Houston,HOU,74,Detroit,DET,Houston,HOU
3129,200301240IND,Seattle,SEA,80,Indiana,IND,93,Indiana,IND,Seattle,SEA
3130,200301240LAL,New Jersey,NJN,89,LA Lakers,LAL,83,New Jersey,NJN,LA Lakers,LAL
3131,200301240MIN,LA Clippers,LAC,85,Minnesota,MIN,88,Minnesota,MIN,LA Clippers,LAC
3132,200301240NOH,Portland,POR,97,New Orleans,NOH,96,Portland,POR,New Orleans,NOH
3133,200301240NYK,Dallas,DAL,101,New York,NYK,90,Dallas,DAL,New York,NYK
3134,200301240ORL,Phoenix,PHO,110,Orlando,ORL,107,Phoenix,PHO,Orlando,ORL
3135,200301240UTA,San Antonio,SAS,91,Utah,UTA,90,San Antonio,SAS,Utah,UTA
3136,200301250CLE,Atlanta,ATL,102,Cleveland,CLE,101,Atlanta,ATL,Cleveland,CLE
3137,200301250GSW,Utah,UTA,95,Golden State,GSW,108,Golden State,GSW,Utah,UTA
3138,200301250MEM,Seattle,SEA,95,Memphis,MEM,83,Seattle,SEA,Memphis,MEM
3139,200301250MIA,Philadelphia,PHI,97,Miami,MIA,91,Philadelphia,PHI,Miami,MIA
3140,200301250MIL,Denver,DEN,75,Milwaukee,MIL,88,Milwaukee,MIL,Denver,DEN
3141,200301250SAS,Detroit,DET,76,San Antonio,SAS,108,San Antonio,SAS,Detroit,DET
3142,200301250WAS,Minnesota,MIN,97,Washington,WAS,89,Minnesota,MIN,Washington,WAS
3143,200301260BOS,Orlando,ORL,83,Boston,BOS,91,Boston,BOS,Orlando,ORL
3144,200301260CHI,Houston,HOU,98,Chicago,CHI,100,Chicago,CHI,Houston,HOU
3145,200301260DAL,Portland,POR,100,Dallas,DAL,93,Portland,POR,Dallas,DAL
3146,200301260IND,LA Clippers,LAC,101,Indiana,IND,108,Indiana,IND,LA Clippers,LAC
3147,200301260NYK,Phoenix,PHO,98,New York,NYK,106,New York,NYK,Phoenix,PHO
3148,200301260TOR,Sacramento,SAC,97,Toronto,TOR,101,Toronto,TOR,Sacramento,SAC
3149,200301270CLE,LA Clippers,LAC,100,Cleveland,CLE,104,Cleveland,CLE,LA Clippers,LAC
3150,200301270DEN,New Jersey,NJN,92,Denver,DEN,66,New Jersey,NJN,Denver,DEN
3151,200301270MEM,Houston,HOU,100,Memphis,MEM,95,Houston,HOU,Memphis,MEM
3152,200301270MIA,Indiana,IND,102,Miami,MIA,95,Indiana,IND,Miami,MIA
3153,200301270MIN,San Antonio,SAS,95,Minnesota,MIN,106,Minnesota,MIN,San Antonio,SAS
3154,200301270NOH,Milwaukee,MIL,108,New Orleans,NOH,93,Milwaukee,MIL,New Orleans,NOH
3155,200301270WAS,Phoenix,PHO,93,Washington,WAS,98,Washington,WAS,Phoenix,PHO
3156,200301280DET,Boston,BOS,83,Detroit,DET,86,Detroit,DET,Boston,BOS
3157,200301280MIL,Philadelphia,PHI,108,Milwaukee,MIL,81,Philadelphia,PHI,Milwaukee,MIL
3158,200301280NYK,Atlanta,ATL,98,New York,NYK,103,New York,NYK,Atlanta,ATL
3159,200301280POR,Denver,DEN,92,Portland,POR,98,Portland,POR,Denver,DEN
3160,200301280SAC,Utah,UTA,102,Sacramento,SAC,92,Utah,UTA,Sacramento,SAC
3161,200301280SEA,Golden State,GSW,88,Seattle,SEA,91,Seattle,SEA,Golden State,GSW
3162,200301290HOU,Dallas,DAL,104,Houston,HOU,81,Dallas,DAL,Houston,HOU
3163,200301290IND,San Antonio,SAS,106,Indiana,IND,97,San Antonio,SAS,Indiana,IND
3164,200301290LAC,Chicago,CHI,75,LA Clippers,LAC,77,LA Clippers,LAC,Chicago,CHI
3165,200301290MIA,New York,NYK,80,Miami,MIA,82,Miami,MIA,New York,NYK
3166,200301290NJN,Washington,WAS,78,New Jersey,NJN,86,New Jersey,NJN,Washington,WAS
3167,200301290NOH,Toronto,TOR,83,New Orleans,NOH,104,New Orleans,NOH,Toronto,TOR
3168,200301290ORL,Cleveland,CLE,108,Orlando,ORL,113,Orlando,ORL,Cleveland,CLE
3169,200301290PHI,Atlanta,ATL,97,Philadelphia,PHI,83,Atlanta,ATL,Philadelphia,PHI
3170,200301290PHO,LA Lakers,LAL,99,Phoenix,PHO,90,LA Lakers,LAL,Phoenix,PHO
3171,200301290UTA,Portland,POR,71,Utah,UTA,95,Utah,UTA,Portland,POR
3172,200301300DAL,Minnesota,MIN,109,Dallas,DAL,112,Dallas,DAL,Minnesota,MIN
3173,200301300MIL,Washington,WAS,90,Milwaukee,MIL,97,Milwaukee,MIL,Washington,WAS
3174,200301300SEA,Sacramento,SAC,95,Seattle,SEA,77,Sacramento,SAC,Seattle,SEA
3175,200301310ATL,Cleveland,CLE,91,Atlanta,ATL,96,Atlanta,ATL,Cleveland,CLE
3176,200301310BOS,Detroit,DET,118,Boston,BOS,66,Detroit,DET,Boston,BOS
3177,200301310HOU,Minnesota,MIN,101,Houston,HOU,121,Houston,HOU,Minnesota,MIN
3178,200301310LAC,Phoenix,PHO,98,LA Clippers,LAC,92,Phoenix,PHO,LA Clippers,LAC
3179,200301310MEM,New York,NYK,108,Memphis,MEM,102,New York,NYK,Memphis,MEM
3180,200301310NJN,New Orleans,NOH,72,New Jersey,NJN,89,New Jersey,NJN,New Orleans,NOH
3181,200301310ORL,San Antonio,SAS,109,Orlando,ORL,108,San Antonio,SAS,Orlando,ORL
3182,200301310PHI,Miami,MIA,99,Philadelphia,PHI,104,Philadelphia,PHI,Miami,MIA
3183,200301310POR,Chicago,CHI,94,Portland,POR,107,Portland,POR,Chicago,CHI
3184,200301310SAC,LA Lakers,LAL,124,Sacramento,SAC,113,LA Lakers,LAL,Sacramento,SAC
3185,200301310TOR,Indiana,IND,90,Toronto,TOR,102,Toronto,TOR,Indiana,IND
3186,200301310UTA,Golden State,GSW,94,Utah,UTA,102,Utah,UTA,Golden State,GSW
3187,200302010DAL,Denver,DEN,100,Dallas,DAL,122,Dallas,DAL,Denver,DEN
3188,200302010DET,New Jersey,NJN,84,Detroit,DET,106,Detroit,DET,New Jersey,NJN
3189,200302010IND,Boston,BOS,100,Indiana,IND,109,Indiana,IND,Boston,BOS
3190,200302010LAL,Utah,UTA,87,LA Lakers,LAL,99,LA Lakers,LAL,Utah,UTA
3191,200302010MIA,San Antonio,SAS,67,Miami,MIA,65,San Antonio,SAS,Miami,MIA
3192,200302010MIL,New York,NYK,100,Milwaukee,MIL,107,Milwaukee,MIL,New York,NYK
3193,200302010PHO,Golden State,GSW,107,Phoenix,PHO,116,Phoenix,PHO,Golden State,GSW
3194,200302010SEA,Chicago,CHI,77,Seattle,SEA,90,Seattle,SEA,Chicago,CHI
3195,200302010WAS,New Orleans,NOH,104,Washington,WAS,109,Washington,WAS,New Orleans,NOH
3196,200302020ATL,Orlando,ORL,89,Atlanta,ATL,97,Atlanta,ATL,Orlando,ORL
3197,200302020CLE,Portland,POR,114,Cleveland,CLE,95,Portland,POR,Cleveland,CLE
3198,200302020DEN,Memphis,MEM,78,Denver,DEN,93,Denver,DEN,Memphis,MEM
3199,200302020HOU,Sacramento,SAC,89,Houston,HOU,105,Houston,HOU,Sacramento,SAC
3200,200302020MIN,Philadelphia,PHI,91,Minnesota,MIN,99,Minnesota,MIN,Philadelphia,PHI
3201,200302020TOR,LA Clippers,LAC,86,Toronto,TOR,100,Toronto,TOR,LA Clippers,LAC
3202,200302030GSW,Memphis,MEM,91,Golden State,GSW,101,Golden State,GSW,Memphis,MEM
3203,200302030MIA,Atlanta,ATL,79,Miami,MIA,99,Miami,MIA,Atlanta,ATL
3204,200302030NJN,Seattle,SEA,108,New Jersey,NJN,109,New Jersey,NJN,Seattle,SEA
3205,200302030NOH,Boston,BOS,96,New Orleans,NOH,103,New Orleans,NOH,Boston,BOS
3206,200302030PHO,Chicago,CHI,111,Phoenix,PHO,115,Phoenix,PHO,Chicago,CHI
3207,200302030UTA,Dallas,DAL,92,Utah,UTA,90,Dallas,DAL,Utah,UTA
3208,200302040DAL,Sacramento,SAC,110,Dallas,DAL,109,Sacramento,SAC,Dallas,DAL
3209,200302040DEN,Chicago,CHI,100,Denver,DEN,102,Denver,DEN,Chicago,CHI
3210,200302040IND,LA Lakers,LAL,97,Indiana,IND,94,LA Lakers,LAL,Indiana,IND
3211,200302040MIL,Toronto,TOR,98,Milwaukee,MIL,95,Toronto,TOR,Milwaukee,MIL
3212,200302040MIN,Houston,HOU,89,Minnesota,MIN,103,Minnesota,MIN,Houston,HOU
3213,200302040NYK,LA Clippers,LAC,92,New York,NYK,105,New York,NYK,LA Clippers,LAC
3214,200302040ORL,Portland,POR,96,Orlando,ORL,89,Portland,POR,Orlando,ORL
3215,200302040WAS,Cleveland,CLE,84,Washington,WAS,93,Washington,WAS,Cleveland,CLE
3216,200302050BOS,Seattle,SEA,74,Boston,BOS,114,Boston,BOS,Seattle,SEA
3217,200302050CLE,Houston,HOU,102,Cleveland,CLE,105,Cleveland,CLE,Houston,HOU
3218,200302050DET,LA Clippers,LAC,80,Detroit,DET,89,Detroit,DET,LA Clippers,LAC
3219,200302050GSW,San Antonio,SAS,103,Golden State,GSW,99,San Antonio,SAS,Golden State,GSW
3220,200302050MIA,Portland,POR,101,Miami,MIA,87,Portland,POR,Miami,MIA
3221,200302050NOH,Sacramento,SAC,84,New Orleans,NOH,108,New Orleans,NOH,Sacramento,SAC
3222,200302050PHI,New Jersey,NJN,111,Philadelphia,PHI,85,New Jersey,NJN,Philadelphia,PHI
3223,200302050UTA,Memphis,MEM,84,Utah,UTA,105,Utah,UTA,Memphis,MEM
3224,200302060DEN,San Antonio,SAS,83,Denver,DEN,74,San Antonio,SAS,Denver,DEN
3225,200302060MIL,Seattle,SEA,91,Milwaukee,MIL,97,Milwaukee,MIL,Seattle,SEA
3226,200302060NYK,LA Lakers,LAL,114,New York,NYK,109,LA Lakers,LAL,New York,NYK
3227,200302110ATL,Golden State,GSW,116,Atlanta,ATL,113,Golden State,GSW,Atlanta,ATL
3228,200302110CHI,Detroit,DET,89,Chicago,CHI,79,Detroit,DET,Chicago,CHI
3229,200302110HOU,Utah,UTA,103,Houston,HOU,101,Utah,UTA,Houston,HOU
3230,200302110IND,Cleveland,CLE,96,Indiana,IND,107,Indiana,IND,Cleveland,CLE
3231,200302110LAL,Denver,DEN,93,LA Lakers,LAL,121,LA Lakers,LAL,Denver,DEN
3232,200302110MIA,New Orleans,NOH,78,Miami,MIA,69,New Orleans,NOH,Miami,MIA
3233,200302110MIN,Dallas,DAL,98,Minnesota,MIN,100,Minnesota,MIN,Dallas,DAL
3234,200302110ORL,New Jersey,NJN,83,Orlando,ORL,92,Orlando,ORL,New Jersey,NJN
3235,200302110PHO,LA Clippers,LAC,107,Phoenix,PHO,106,LA Clippers,LAC,Phoenix,PHO
3236,200302110POR,San Antonio,SAS,116,Portland,POR,111,San Antonio,SAS,Portland,POR
3237,200302110SAC,Washington,WAS,80,Sacramento,SAC,99,Sacramento,SAC,Washington,WAS
3238,200302110SEA,Boston,BOS,82,Seattle,SEA,76,Boston,BOS,Seattle,SEA
3239,200302120CLE,Minnesota,MIN,102,Cleveland,CLE,91,Minnesota,MIN,Cleveland,CLE
3240,200302120DEN,LA Lakers,LAL,113,Denver,DEN,102,LA Lakers,LAL,Denver,DEN
3241,200302120LAC,Washington,WAS,108,LA Clippers,LAC,104,Washington,WAS,LA Clippers,LAC
3242,200302120MEM,New Jersey,NJN,90,Memphis,MEM,97,Memphis,MEM,New Jersey,NJN
3243,200302120MIL,Dallas,DAL,114,Milwaukee,MIL,120,Milwaukee,MIL,Dallas,DAL
3244,200302120NOH,Indiana,IND,83,New Orleans,NOH,72,Indiana,IND,New Orleans,NOH
3245,200302120NYK,Golden State,GSW,113,New York,NYK,107,Golden State,GSW,New York,NYK
3246,200302120PHI,Chicago,CHI,111,Philadelphia,PHI,119,Philadelphia,PHI,Chicago,CHI
3247,200302120TOR,Atlanta,ATL,96,Toronto,TOR,97,Toronto,TOR,Atlanta,ATL
3248,200302120UTA,Houston,HOU,106,Utah,UTA,76,Houston,HOU,Utah,UTA
3249,200302130DET,Orlando,ORL,88,Detroit,DET,98,Detroit,DET,Orlando,ORL
3250,200302130POR,Boston,BOS,100,Portland,POR,92,Boston,BOS,Portland,POR
3251,200302140HOU,Miami,MIA,94,Houston,HOU,82,Miami,MIA,Houston,HOU
3252,200302140IND,Atlanta,ATL,97,Indiana,IND,98,Indiana,IND,Atlanta,ATL
3253,200302140LAL,San Antonio,SAS,103,LA Lakers,LAL,95,San Antonio,SAS,LA Lakers,LAL
3254,200302140MEM,Dallas,DAL,110,Memphis,MEM,103,Dallas,DAL,Memphis,MEM
3255,200302140MIL,Detroit,DET,86,Milwaukee,MIL,96,Milwaukee,MIL,Detroit,DET
3256,200302140MIN,New Orleans,NOH,93,Minnesota,MIN,114,Minnesota,MIN,New Orleans,NOH
3257,200302140NJN,Chicago,CHI,72,New Jersey,NJN,90,New Jersey,NJN,Chicago,CHI
3258,200302140PHI,Orlando,ORL,98,Philadelphia,PHI,99,Philadelphia,PHI,Orlando,ORL
3259,200302140PHO,New York,NYK,116,Phoenix,PHO,115,New York,NYK,Phoenix,PHO
3260,200302140SAC,Seattle,SEA,81,Sacramento,SAC,110,Sacramento,SAC,Seattle,SEA
3261,200302140TOR,Golden State,GSW,118,Toronto,TOR,114,Golden State,GSW,Toronto,TOR
3262,200302140UTA,Washington,WAS,77,Utah,UTA,109,Utah,UTA,Washington,WAS
3263,200302150CHI,Denver,DEN,69,Chicago,CHI,88,Chicago,CHI,Denver,DEN
3264,200302150DAL,Miami,MIA,92,Dallas,DAL,98,Dallas,DAL,Miami,MIA
3265,200302150LAC,Boston,BOS,92,LA Clippers,LAC,84,Boston,BOS,LA Clippers,LAC
3266,200302150POR,Seattle,SEA,96,Portland,POR,101,Portland,POR,Seattle,SEA
3267,200302160ATL,Indiana,IND,86,Atlanta,ATL,99,Atlanta,ATL,Indiana,IND
3268,200302160CLE,Detroit,DET,90,Cleveland,CLE,75,Detroit,DET,Cleveland,CLE
3269,200302160LAL,New York,NYK,117,LA Lakers,LAL,110,New York,NYK,LA Lakers,LAL
3270,200302160MIL,Memphis,MEM,101,Milwaukee,MIL,95,Memphis,MEM,Milwaukee,MIL
3271,200302160MIN,Golden State,GSW,102,Minnesota,MIN,109,Minnesota,MIN,Golden State,GSW
3272,200302160NJN,Philadelphia,PHI,90,New Jersey,NJN,83,Philadelphia,PHI,New Jersey,NJN
3273,200302160NOH,Denver,DEN,92,New Orleans,NOH,100,New Orleans,NOH,Denver,DEN
3274,200302160PHO,Boston,BOS,92,Phoenix,PHO,102,Phoenix,PHO,Boston,BOS
3275,200302160SAC,San Antonio,SAS,104,Sacramento,SAC,101,San Antonio,SAS,Sacramento,SAC
3276,200302160TOR,Orlando,ORL,97,Toronto,TOR,99,Toronto,TOR,Orlando,ORL
3277,200302170DET,Miami,MIA,62,Detroit,DET,93,Detroit,DET,Miami,MIA
3278,200302170POR,New York,NYK,91,Portland,POR,99,Portland,POR,New York,NYK
3279,200302170UTA,Minnesota,MIN,97,Utah,UTA,109,Utah,UTA,Minnesota,MIN
3280,200302180CLE,Chicago,CHI,107,Cleveland,CLE,101,Chicago,CHI,Cleveland,CLE
3281,200302180DAL,Atlanta,ATL,79,Dallas,DAL,105,Dallas,DAL,Atlanta,ATL
3282,200302180GSW,Boston,BOS,125,Golden State,GSW,117,Boston,BOS,Golden State,GSW
3283,200302180LAL,Houston,HOU,99,LA Lakers,LAL,106,LA Lakers,LAL,Houston,HOU
3284,200302180MEM,Indiana,IND,103,Memphis,MEM,108,Memphis,MEM,Indiana,IND
3285,200302180NJN,Miami,MIA,79,New Jersey,NJN,84,New Jersey,NJN,Miami,MIA
3286,200302180ORL,New Orleans,NOH,94,Orlando,ORL,99,Orlando,ORL,New Orleans,NOH
3287,200302180SAC,Milwaukee,MIL,93,Sacramento,SAC,102,Sacramento,SAC,Milwaukee,MIL
3288,200302180SAS,Denver,DEN,76,San Antonio,SAS,101,San Antonio,SAS,Denver,DEN
3289,200302190CHI,Philadelphia,PHI,110,Chicago,CHI,82,Philadelphia,PHI,Chicago,CHI
3290,200302190DEN,Minnesota,MIN,85,Denver,DEN,77,Minnesota,MIN,Denver,DEN
3291,200302190LAC,Milwaukee,MIL,104,LA Clippers,LAC,110,LA Clippers,LAC,Milwaukee,MIL
3292,200302190NOH,Washington,WAS,75,New Orleans,NOH,87,New Orleans,NOH,Washington,WAS
3293,200302190PHO,Houston,HOU,107,Phoenix,PHO,89,Houston,HOU,Phoenix,PHO
3294,200302190POR,Golden State,GSW,98,Portland,POR,125,Portland,POR,Golden State,GSW
3295,200302190SEA,New York,NYK,94,Seattle,SEA,103,Seattle,SEA,New York,NYK
3296,200302190TOR,Detroit,DET,89,Toronto,TOR,84,Detroit,DET,Toronto,TOR
3297,200302190UTA,LA Lakers,LAL,93,Utah,UTA,87,LA Lakers,LAL,Utah,UTA
3298,200302200DAL,San Antonio,SAS,87,Dallas,DAL,95,Dallas,DAL,San Antonio,SAS
3299,200302200NJN,Indiana,IND,91,New Jersey,NJN,98,New Jersey,NJN,Indiana,IND
3300,200302200SAC,Boston,BOS,83,Sacramento,SAC,105,Sacramento,SAC,Boston,BOS
3301,200302210CLE,Philadelphia,PHI,119,Cleveland,CLE,99,Philadelphia,PHI,Cleveland,CLE
3302,200302210GSW,New York,NYK,107,Golden State,GSW,111,Golden State,GSW,New York,NYK
3303,200302210HOU,Dallas,DAL,100,Houston,HOU,85,Dallas,DAL,Houston,HOU
3304,200302210LAL,Portland,POR,84,LA Lakers,LAL,92,LA Lakers,LAL,Portland,POR
3305,200302210MIN,Detroit,DET,96,Minnesota,MIN,103,Minnesota,MIN,Detroit,DET
3306,200302210NOH,Memphis,MEM,123,New Orleans,NOH,125,New Orleans,NOH,Memphis,MEM
3307,200302210ORL,Chicago,CHI,96,Orlando,ORL,110,Orlando,ORL,Chicago,CHI
3308,200302210SEA,Milwaukee,MIL,58,Seattle,SEA,88,Seattle,SEA,Milwaukee,MIL
3309,200302210TOR,Phoenix,PHO,89,Toronto,TOR,92,Toronto,TOR,Phoenix,PHO
3310,200302210WAS,New Jersey,NJN,86,Washington,WAS,89,Washington,WAS,New Jersey,NJN
3311,200302220DET,New Orleans,NOH,93,Detroit,DET,91,New Orleans,NOH,Detroit,DET
3312,200302220HOU,Memphis,MEM,82,Houston,HOU,93,Houston,HOU,Memphis,MEM
3313,200302220LAC,Atlanta,ATL,89,LA Clippers,LAC,87,Atlanta,ATL,LA Clippers,LAC
3314,200302220MIA,Chicago,CHI,90,Miami,MIA,100,Miami,MIA,Chicago,CHI
3315,200302220POR,Milwaukee,MIL,93,Portland,POR,90,Milwaukee,MIL,Portland,POR
3316,200302220SAS,Indiana,IND,96,San Antonio,SAS,105,San Antonio,SAS,Indiana,IND
3317,200302220UTA,Denver,DEN,89,Utah,UTA,99,Utah,UTA,Denver,DEN
3318,200302230GSW,Atlanta,ATL,93,Golden State,GSW,115,Golden State,GSW,Atlanta,ATL
3319,200302230LAL,Seattle,SEA,101,LA Lakers,LAL,106,LA Lakers,LAL,Seattle,SEA
3320,200302230MIN,Phoenix,PHO,97,Minnesota,MIN,99,Minnesota,MIN,Phoenix,PHO
3321,200302230NJN,Orlando,ORL,113,New Jersey,NJN,105,Orlando,ORL,New Jersey,NJN
3322,200302230PHI,Cleveland,CLE,103,Philadelphia,PHI,116,Philadelphia,PHI,Cleveland,CLE
3323,200302230SAC,New York,NYK,92,Sacramento,SAC,99,Sacramento,SAC,New York,NYK
3324,200302230WAS,Dallas,DAL,106,Washington,WAS,101,Dallas,DAL,Washington,WAS
3325,200302240BOS,Houston,HOU,101,Boston,BOS,95,Houston,HOU,Boston,BOS
3326,200302240CHI,Phoenix,PHO,87,Chicago,CHI,90,Chicago,CHI,Phoenix,PHO
3327,200302240DEN,Golden State,GSW,94,Denver,DEN,89,Golden State,GSW,Denver,DEN
3328,200302240MEM,Utah,UTA,92,Memphis,MEM,103,Memphis,MEM,Utah,UTA
3329,200302240MIL,Minnesota,MIN,117,Milwaukee,MIL,114,Minnesota,MIN,Milwaukee,MIL
3330,200302240SEA,Detroit,DET,79,Seattle,SEA,86,Seattle,SEA,Detroit,DET
3331,200302250CLE,New Jersey,NJN,90,Cleveland,CLE,93,Cleveland,CLE,New Jersey,NJN
3332,200302250IND,Washington,WAS,83,Indiana,IND,78,Washington,WAS,Indiana,IND
3333,200302250LAL,LA Clippers,LAC,98,LA Lakers,LAL,109,LA Lakers,LAL,LA Clippers,LAC
3334,200302250NYK,Houston,HOU,95,New York,NYK,102,New York,NYK,Houston,HOU
3335,200302250ORL,Dallas,DAL,93,Orlando,ORL,98,Orlando,ORL,Dallas,DAL
