,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
14068,201103300TOR,Milwaukee,MIL,104,Toronto,TOR,98,Milwaukee,MIL,Toronto,TOR
14069,201103300WAS,Miami,MIA,123,Washington,WAS,107,Miami,MIA,Washington,WAS
14070,201103310LAL,Dallas,DAL,82,LA Lakers,LAL,110,LA Lakers,LAL,Dallas,DAL
14071,201103310SAS,Boston,BOS,107,San Antonio,SAS,97,Boston,BOS,San Antonio,SAS
14072,201104010ATL,Boston,BOS,83,Atlanta,ATL,88,Atlanta,ATL,Boston,BOS
14073,201104010DET,Chicago,CHI,101,Detroit,DET,96,Chicago,CHI,Detroit,DET
14074,201104010HOU,San Antonio,SAS,114,Houston,HOU,119,Houston,HOU,San Antonio,SAS
14075,201104010IND,Milwaukee,MIL,88,Indiana,IND,89,Indiana,IND,Milwaukee,MIL
14076,201104010MIN,Miami,MIA,111,Minnesota,MIN,92,Miami,MIA,Minnesota,MIN
14077,201104010NOH,Memphis,MEM,93,New Orleans,NOH,81,Memphis,MEM,New Orleans,NOH
14078,201104010ORL,Charlotte,CHA,77,Orlando,ORL,89,Orlando,ORL,Charlotte,CHA
14079,201104010PHI,New Jersey,NJN,90,Philadelphia,PHI,115,Philadelphia,PHI,New Jersey,NJN
14080,201104010PHO,LA Clippers,LAC,98,Phoenix,PHO,111,Phoenix,PHO,LA Clippers,LAC
14081,201104010POR,Oklahoma City,OKC,91,Portland,POR,98,Portland,POR,Oklahoma City,OKC
14082,201104010SAC,Denver,DEN,99,Sacramento,SAC,90,Denver,DEN,Sacramento,SAC
14083,201104010UTA,LA Lakers,LAL,96,Utah,UTA,85,LA Lakers,LAL,Utah,UTA
14084,201104010WAS,Cleveland,CLE,107,Washington,WAS,115,Washington,WAS,Cleveland,CLE
14085,201104020CHI,Toronto,TOR,106,Chicago,CHI,113,Chicago,CHI,Toronto,TOR
14086,201104020GSW,Dallas,DAL,92,Golden State,GSW,99,Golden State,GSW,Dallas,DAL
14087,201104020LAC,Oklahoma City,OKC,92,LA Clippers,LAC,98,LA Clippers,LAC,Oklahoma City,OKC
14088,201104020MEM,Minnesota,MIN,89,Memphis,MEM,106,Memphis,MEM,Minnesota,MIN
14089,201104020MIL,Philadelphia,PHI,87,Milwaukee,MIL,93,Milwaukee,MIL,Philadelphia,PHI
14090,201104030BOS,Detroit,DET,90,Boston,BOS,101,Boston,BOS,Detroit,DET
14091,201104030CHA,Washington,WAS,97,Charlotte,CHA,91,Washington,WAS,Charlotte,CHA
14092,201104030HOU,Atlanta,ATL,109,Houston,HOU,114,Houston,HOU,Atlanta,ATL
14093,201104030LAL,Denver,DEN,95,LA Lakers,LAL,90,Denver,DEN,LA Lakers,LAL
14094,201104030NJN,Miami,MIA,108,New Jersey,NJN,94,Miami,MIA,New Jersey,NJN
14095,201104030NOH,Indiana,IND,96,New Orleans,NOH,108,New Orleans,NOH,Indiana,IND
14096,201104030NYK,Cleveland,CLE,107,New York,NYK,123,New York,NYK,Cleveland,CLE
14097,201104030POR,Dallas,DAL,96,Portland,POR,104,Portland,POR,Dallas,DAL
14098,201104030SAC,Utah,UTA,97,Sacramento,SAC,106,Sacramento,SAC,Utah,UTA
14099,201104030SAS,Phoenix,PHO,97,San Antonio,SAS,114,San Antonio,SAS,Phoenix,PHO
14100,201104030TOR,Orlando,ORL,98,Toronto,TOR,102,Toronto,TOR,Orlando,ORL
14101,201104050ATL,San Antonio,SAS,97,Atlanta,ATL,90,San Antonio,SAS,Atlanta,ATL
14102,201104050BOS,Philadelphia,PHI,82,Boston,BOS,99,Boston,BOS,Philadelphia,PHI
14103,201104050CHI,Phoenix,PHO,94,Chicago,CHI,97,Chicago,CHI,Phoenix,PHO
14104,201104050CLE,Charlotte,CHA,89,Cleveland,CLE,99,Cleveland,CLE,Charlotte,CHA
14105,201104050DEN,Oklahoma City,OKC,101,Denver,DEN,94,Oklahoma City,OKC,Denver,DEN
14106,201104050HOU,Sacramento,SAC,104,Houston,HOU,101,Sacramento,SAC,Houston,HOU
14107,201104050LAL,Utah,UTA,86,LA Lakers,LAL,85,Utah,UTA,LA Lakers,LAL
14108,201104050MEM,LA Clippers,LAC,82,Memphis,MEM,81,LA Clippers,LAC,Memphis,MEM
14109,201104050NJN,Minnesota,MIN,105,New Jersey,NJN,107,New Jersey,NJN,Minnesota,MIN
14110,201104050NYK,Toronto,TOR,118,New York,NYK,131,New York,NYK,Toronto,TOR
14111,201104050ORL,Milwaukee,MIL,72,Orlando,ORL,78,Orlando,ORL,Milwaukee,MIL
14112,201104050POR,Golden State,GSW,108,Portland,POR,87,Golden State,GSW,Portland,POR
14113,201104050WAS,Detroit,DET,105,Washington,WAS,107,Washington,WAS,Detroit,DET
14114,201104060CHA,Orlando,ORL,111,Charlotte,CHA,102,Orlando,ORL,Charlotte,CHA
14115,201104060DAL,Denver,DEN,104,Dallas,DAL,96,Denver,DEN,Dallas,DAL
14116,201104060DET,New Jersey,NJN,109,Detroit,DET,116,Detroit,DET,New Jersey,NJN
14117,201104060GSW,LA Lakers,LAL,87,Golden State,GSW,95,Golden State,GSW,LA Lakers,LAL
14118,201104060IND,Washington,WAS,112,Indiana,IND,136,Indiana,IND,Washington,WAS
14119,201104060MIA,Milwaukee,MIL,90,Miami,MIA,85,Milwaukee,MIL,Miami,MIA
14120,201104060MIN,Phoenix,PHO,108,Minnesota,MIN,98,Phoenix,PHO,Minnesota,MIN
14121,201104060NOH,Houston,HOU,93,New Orleans,NOH,101,New Orleans,NOH,Houston,HOU
14122,201104060OKC,LA Clippers,LAC,108,Oklahoma City,OKC,112,Oklahoma City,OKC,LA Clippers,LAC
14123,201104060PHI,New York,NYK,97,Philadelphia,PHI,92,New York,NYK,Philadelphia,PHI
14124,201104060SAS,Sacramento,SAC,92,San Antonio,SAS,124,San Antonio,SAS,Sacramento,SAC
14125,201104060TOR,Cleveland,CLE,104,Toronto,TOR,96,Cleveland,CLE,Toronto,TOR
14126,201104070CHI,Boston,BOS,81,Chicago,CHI,97,Chicago,CHI,Boston,BOS
14127,201104070UTA,Portland,POR,98,Utah,UTA,87,Portland,POR,Utah,UTA
14128,201104080BOS,Washington,WAS,88,Boston,BOS,104,Boston,BOS,Washington,WAS
14129,201104080CLE,Chicago,CHI,93,Cleveland,CLE,82,Chicago,CHI,Cleveland,CLE
14130,201104080DAL,LA Clippers,LAC,96,Dallas,DAL,107,Dallas,DAL,LA Clippers,LAC
14131,201104080DET,Milwaukee,MIL,100,Detroit,DET,110,Detroit,DET,Milwaukee,MIL
14132,201104080IND,Atlanta,ATL,102,Indiana,IND,114,Indiana,IND,Atlanta,ATL
14133,201104080MEM,Sacramento,SAC,96,Memphis,MEM,101,Memphis,MEM,Sacramento,SAC
14134,201104080MIA,Charlotte,CHA,103,Miami,MIA,112,Miami,MIA,Charlotte,CHA
14135,201104080NJN,New York,NYK,116,New Jersey,NJN,93,New York,NYK,New Jersey,NJN
14136,201104080NOH,Phoenix,PHO,97,New Orleans,NOH,109,New Orleans,NOH,Phoenix,PHO
14137,201104080OKC,Denver,DEN,89,Oklahoma City,OKC,104,Oklahoma City,OKC,Denver,DEN
14138,201104080PHI,Toronto,TOR,93,Philadelphia,PHI,98,Philadelphia,PHI,Toronto,TOR
14139,201104080POR,LA Lakers,LAL,86,Portland,POR,93,Portland,POR,LA Lakers,LAL
14140,201104090DEN,Minnesota,MIN,106,Denver,DEN,130,Denver,DEN,Minnesota,MIN
14141,201104090HOU,LA Clippers,LAC,78,Houston,HOU,99,Houston,HOU,LA Clippers,LAC
14142,201104090MIL,Cleveland,CLE,101,Milwaukee,MIL,108,Milwaukee,MIL,Cleveland,CLE
14143,201104090SAS,Utah,UTA,102,San Antonio,SAS,111,San Antonio,SAS,Utah,UTA
14144,201104090WAS,Atlanta,ATL,83,Washington,WAS,115,Washington,WAS,Atlanta,ATL
14145,201104100CHA,Detroit,DET,112,Charlotte,CHA,101,Detroit,DET,Charlotte,CHA
14146,201104100DAL,Phoenix,PHO,90,Dallas,DAL,115,Dallas,DAL,Phoenix,PHO
14147,201104100GSW,Sacramento,SAC,104,Golden State,GSW,103,Sacramento,SAC,Golden State,GSW
14148,201104100IND,New York,NYK,110,Indiana,IND,109,New York,NYK,Indiana,IND
14149,201104100LAL,Oklahoma City,OKC,120,LA Lakers,LAL,106,Oklahoma City,OKC,LA Lakers,LAL
14150,201104100MEM,New Orleans,NOH,89,Memphis,MEM,111,Memphis,MEM,New Orleans,NOH
14151,201104100MIA,Boston,BOS,77,Miami,MIA,100,Miami,MIA,Boston,BOS
14152,201104100ORL,Chicago,CHI,102,Orlando,ORL,99,Chicago,CHI,Orlando,ORL
14153,201104100TOR,New Jersey,NJN,92,Toronto,TOR,99,Toronto,TOR,New Jersey,NJN
14154,201104110ATL,Miami,MIA,98,Atlanta,ATL,90,Miami,MIA,Atlanta,ATL
14155,201104110DEN,Golden State,GSW,111,Denver,DEN,134,Denver,DEN,Golden State,GSW
14156,201104110DET,Cleveland,CLE,110,Detroit,DET,101,Cleveland,CLE,Detroit,DET
14157,201104110HOU,Dallas,DAL,98,Houston,HOU,91,Dallas,DAL,Houston,HOU
14158,201104110MIL,Toronto,TOR,86,Milwaukee,MIL,93,Milwaukee,MIL,Toronto,TOR
14159,201104110NJN,Charlotte,CHA,105,New Jersey,NJN,103,Charlotte,CHA,New Jersey,NJN
14160,201104110NOH,Utah,UTA,90,New Orleans,NOH,78,Utah,UTA,New Orleans,NOH
14161,201104110PHI,Orlando,ORL,95,Philadelphia,PHI,85,Orlando,ORL,Philadelphia,PHI
14162,201104110PHO,Minnesota,MIN,127,Phoenix,PHO,135,Phoenix,PHO,Minnesota,MIN
14163,201104110SAC,Oklahoma City,OKC,120,Sacramento,SAC,112,Oklahoma City,OKC,Sacramento,SAC
14164,201104110WAS,Boston,BOS,94,Washington,WAS,95,Washington,WAS,Boston,BOS
14165,201104120LAL,San Antonio,SAS,93,LA Lakers,LAL,102,LA Lakers,LAL,San Antonio,SAS
14166,201104120NYK,Chicago,CHI,103,New York,NYK,90,Chicago,CHI,New York,NYK
14167,201104120POR,Memphis,MEM,89,Portland,POR,102,Portland,POR,Memphis,MEM
14168,201104130BOS,New York,NYK,102,Boston,BOS,112,Boston,BOS,New York,NYK
14169,201104130CHA,Atlanta,ATL,85,Charlotte,CHA,96,Charlotte,CHA,Atlanta,ATL
14170,201104130CHI,New Jersey,NJN,92,Chicago,CHI,97,Chicago,CHI,New Jersey,NJN
14171,201104130CLE,Washington,WAS,93,Cleveland,CLE,100,Cleveland,CLE,Washington,WAS
14172,201104130DAL,New Orleans,NOH,89,Dallas,DAL,121,Dallas,DAL,New Orleans,NOH
14173,201104130GSW,Portland,POR,86,Golden State,GSW,110,Golden State,GSW,Portland,POR
14174,201104130LAC,Memphis,MEM,103,LA Clippers,LAC,110,LA Clippers,LAC,Memphis,MEM
14175,201104130MIN,Houston,HOU,121,Minnesota,MIN,102,Houston,HOU,Minnesota,MIN
14176,201104130OKC,Milwaukee,MIL,110,Oklahoma City,OKC,106,Milwaukee,MIL,Oklahoma City,OKC
14177,201104130ORL,Indiana,IND,74,Orlando,ORL,92,Orlando,ORL,Indiana,IND
14178,201104130PHI,Detroit,DET,104,Philadelphia,PHI,100,Detroit,DET,Philadelphia,PHI
14179,201104130PHO,San Antonio,SAS,103,Phoenix,PHO,106,Phoenix,PHO,San Antonio,SAS
14180,201104130SAC,LA Lakers,LAL,116,Sacramento,SAC,108,LA Lakers,LAL,Sacramento,SAC
14181,201104130TOR,Miami,MIA,97,Toronto,TOR,79,Miami,MIA,Toronto,TOR
14182,201104130UTA,Denver,DEN,103,Utah,UTA,107,Utah,UTA,Denver,DEN
14183,201104160CHI,Indiana,IND,99,Chicago,CHI,104,Chicago,CHI,Indiana,IND
14184,201104160DAL,Portland,POR,81,Dallas,DAL,89,Dallas,DAL,Portland,POR
14185,201104160MIA,Philadelphia,PHI,89,Miami,MIA,97,Miami,MIA,Philadelphia,PHI
14186,201104160ORL,Atlanta,ATL,103,Orlando,ORL,93,Atlanta,ATL,Orlando,ORL
14187,201104170BOS,New York,NYK,85,Boston,BOS,87,Boston,BOS,New York,NYK
14188,201104170LAL,New Orleans,NOH,109,LA Lakers,LAL,100,New Orleans,NOH,LA Lakers,LAL
14189,201104170OKC,Denver,DEN,103,Oklahoma City,OKC,107,Oklahoma City,OKC,Denver,DEN
14190,201104170SAS,Memphis,MEM,101,San Antonio,SAS,98,Memphis,MEM,San Antonio,SAS
14191,201104180CHI,Indiana,IND,90,Chicago,CHI,96,Chicago,CHI,Indiana,IND
14192,201104180MIA,Philadelphia,PHI,73,Miami,MIA,94,Miami,MIA,Philadelphia,PHI
14193,201104190BOS,New York,NYK,93,Boston,BOS,96,Boston,BOS,New York,NYK
14194,201104190DAL,Portland,POR,89,Dallas,DAL,101,Dallas,DAL,Portland,POR
14195,201104190ORL,Atlanta,ATL,82,Orlando,ORL,88,Orlando,ORL,Atlanta,ATL
14196,201104200LAL,New Orleans,NOH,78,LA Lakers,LAL,87,LA Lakers,LAL,New Orleans,NOH
14197,201104200OKC,Denver,DEN,89,Oklahoma City,OKC,106,Oklahoma City,OKC,Denver,DEN
14198,201104200SAS,Memphis,MEM,87,San Antonio,SAS,93,San Antonio,SAS,Memphis,MEM
14199,201104210IND,Chicago,CHI,88,Indiana,IND,84,Chicago,CHI,Indiana,IND
14200,201104210PHI,Miami,MIA,100,Philadelphia,PHI,94,Miami,MIA,Philadelphia,PHI
14201,201104210POR,Dallas,DAL,92,Portland,POR,97,Portland,POR,Dallas,DAL
14202,201104220ATL,Orlando,ORL,84,Atlanta,ATL,88,Atlanta,ATL,Orlando,ORL
14203,201104220NOH,LA Lakers,LAL,100,New Orleans,NOH,86,LA Lakers,LAL,New Orleans,NOH
14204,201104220NYK,Boston,BOS,113,New York,NYK,96,Boston,BOS,New York,NYK
14205,201104230DEN,Oklahoma City,OKC,97,Denver,DEN,94,Oklahoma City,OKC,Denver,DEN
14206,201104230IND,Chicago,CHI,84,Indiana,IND,89,Indiana,IND,Chicago,CHI
14207,201104230MEM,San Antonio,SAS,88,Memphis,MEM,91,Memphis,MEM,San Antonio,SAS
14208,201104230POR,Dallas,DAL,82,Portland,POR,84,Portland,POR,Dallas,DAL
14209,201104240ATL,Orlando,ORL,85,Atlanta,ATL,88,Atlanta,ATL,Orlando,ORL
14210,201104240NOH,LA Lakers,LAL,88,New Orleans,NOH,93,New Orleans,NOH,LA Lakers,LAL
14211,201104240NYK,Boston,BOS,101,New York,NYK,89,Boston,BOS,New York,NYK
14212,201104240PHI,Miami,MIA,82,Philadelphia,PHI,86,Philadelphia,PHI,Miami,MIA
14213,201104250DAL,Portland,POR,82,Dallas,DAL,93,Dallas,DAL,Portland,POR
14214,201104250DEN,Oklahoma City,OKC,101,Denver,DEN,104,Denver,DEN,Oklahoma City,OKC
14215,201104250MEM,San Antonio,SAS,86,Memphis,MEM,104,Memphis,MEM,San Antonio,SAS
14216,201104260CHI,Indiana,IND,89,Chicago,CHI,116,Chicago,CHI,Indiana,IND
14217,201104260LAL,New Orleans,NOH,90,LA Lakers,LAL,106,LA Lakers,LAL,New Orleans,NOH
14218,201104260ORL,Atlanta,ATL,76,Orlando,ORL,101,Orlando,ORL,Atlanta,ATL
14219,201104270MIA,Philadelphia,PHI,91,Miami,MIA,97,Miami,MIA,Philadelphia,PHI
14220,201104270OKC,Denver,DEN,97,Oklahoma City,OKC,100,Oklahoma City,OKC,Denver,DEN
14221,201104270SAS,Memphis,MEM,103,San Antonio,SAS,110,San Antonio,SAS,Memphis,MEM
14222,201104280ATL,Orlando,ORL,81,Atlanta,ATL,84,Atlanta,ATL,Orlando,ORL
14223,201104280NOH,LA Lakers,LAL,98,New Orleans,NOH,80,LA Lakers,LAL,New Orleans,NOH
14224,201104280POR,Dallas,DAL,103,Portland,POR,96,Dallas,DAL,Portland,POR
14225,201104290MEM,San Antonio,SAS,91,Memphis,MEM,99,Memphis,MEM,San Antonio,SAS
14226,201105010MIA,Boston,BOS,90,Miami,MIA,99,Miami,MIA,Boston,BOS
14227,201105010OKC,Memphis,MEM,114,Oklahoma City,OKC,101,Memphis,MEM,Oklahoma City,OKC
14228,201105020CHI,Atlanta,ATL,103,Chicago,CHI,95,Atlanta,ATL,Chicago,CHI
14229,201105020LAL,Dallas,DAL,96,LA Lakers,LAL,94,Dallas,DAL,LA Lakers,LAL
14230,201105030MIA,Boston,BOS,91,Miami,MIA,102,Miami,MIA,Boston,BOS
14231,201105030OKC,Memphis,MEM,102,Oklahoma City,OKC,111,Oklahoma City,OKC,Memphis,MEM
14232,201105040CHI,Atlanta,ATL,73,Chicago,CHI,86,Chicago,CHI,Atlanta,ATL
14233,201105040LAL,Dallas,DAL,93,LA Lakers,LAL,81,Dallas,DAL,LA Lakers,LAL
14234,201105060ATL,Chicago,CHI,99,Atlanta,ATL,82,Chicago,CHI,Atlanta,ATL
14235,201105060DAL,LA Lakers,LAL,92,Dallas,DAL,98,Dallas,DAL,LA Lakers,LAL
14236,201105070BOS,Miami,MIA,81,Boston,BOS,97,Boston,BOS,Miami,MIA
14237,201105070MEM,Oklahoma City,OKC,93,Memphis,MEM,101,Memphis,MEM,Oklahoma City,OKC
14238,201105080ATL,Chicago,CHI,88,Atlanta,ATL,100,Atlanta,ATL,Chicago,CHI
14239,201105080DAL,LA Lakers,LAL,86,Dallas,DAL,122,Dallas,DAL,LA Lakers,LAL
14240,201105090BOS,Miami,MIA,98,Boston,BOS,90,Miami,MIA,Boston,BOS
14241,201105090MEM,Oklahoma City,OKC,133,Memphis,MEM,123,Oklahoma City,OKC,Memphis,MEM
14242,201105100CHI,Atlanta,ATL,83,Chicago,CHI,95,Chicago,CHI,Atlanta,ATL
14243,201105110MIA,Boston,BOS,87,Miami,MIA,97,Miami,MIA,Boston,BOS
14244,201105110OKC,Memphis,MEM,72,Oklahoma City,OKC,99,Oklahoma City,OKC,Memphis,MEM
14245,201105120ATL,Chicago,CHI,93,Atlanta,ATL,73,Chicago,CHI,Atlanta,ATL
14246,201105130MEM,Oklahoma City,OKC,83,Memphis,MEM,95,Memphis,MEM,Oklahoma City,OKC
14247,201105150CHI,Miami,MIA,82,Chicago,CHI,103,Chicago,CHI,Miami,MIA
14248,201105150OKC,Memphis,MEM,90,Oklahoma City,OKC,105,Oklahoma City,OKC,Memphis,MEM
14249,201105170DAL,Oklahoma City,OKC,112,Dallas,DAL,121,Dallas,DAL,Oklahoma City,OKC
14250,201105180CHI,Miami,MIA,85,Chicago,CHI,75,Miami,MIA,Chicago,CHI
14251,201105190DAL,Oklahoma City,OKC,106,Dallas,DAL,100,Oklahoma City,OKC,Dallas,DAL
14252,201105210OKC,Dallas,DAL,93,Oklahoma City,OKC,87,Dallas,DAL,Oklahoma City,OKC
14253,201105220MIA,Chicago,CHI,85,Miami,MIA,96,Miami,MIA,Chicago,CHI
14254,201105230OKC,Dallas,DAL,112,Oklahoma City,OKC,105,Dallas,DAL,Oklahoma City,OKC
14255,201105240MIA,Chicago,CHI,93,Miami,MIA,101,Miami,MIA,Chicago,CHI
14256,201105250DAL,Oklahoma City,OKC,96,Dallas,DAL,100,Dallas,DAL,Oklahoma City,OKC
14257,201105260CHI,Miami,MIA,83,Chicago,CHI,80,Miami,MIA,Chicago,CHI
14258,201105310MIA,Dallas,DAL,84,Miami,MIA,92,Miami,MIA,Dallas,DAL
14259,201106020MIA,Dallas,DAL,95,Miami,MIA,93,Dallas,DAL,Miami,MIA
14260,201106050DAL,Miami,MIA,88,Dallas,DAL,86,Miami,MIA,Dallas,DAL
14261,201106070DAL,Miami,MIA,83,Dallas,DAL,86,Dallas,DAL,Miami,MIA
14262,201106090DAL,Miami,MIA,103,Dallas,DAL,112,Dallas,DAL,Miami,MIA
14263,201106120MIA,Dallas,DAL,105,Miami,MIA,95,Dallas,DAL,Miami,MIA
14264,201112250DAL,Miami,MIA,105,Dallas,DAL,94,Miami,MIA,Dallas,DAL
14265,201112250GSW,LA Clippers,LAC,105,Golden State,GSW,86,LA Clippers,LAC,Golden State,GSW
14266,201112250LAL,Chicago,CHI,88,LA Lakers,LAL,87,Chicago,CHI,LA Lakers,LAL
14267,201112250NYK,Boston,BOS,104,New York,NYK,106,New York,NYK,Boston,BOS
14268,201112250OKC,Orlando,ORL,89,Oklahoma City,OKC,97,Oklahoma City,OKC,Orlando,ORL
14269,201112260CHA,Milwaukee,MIL,95,Charlotte,CHA,96,Charlotte,CHA,Milwaukee,MIL
14270,201112260CLE,Toronto,TOR,104,Cleveland,CLE,96,Toronto,TOR,Cleveland,CLE
14271,201112260DAL,Denver,DEN,115,Dallas,DAL,93,Denver,DEN,Dallas,DAL
14272,201112260GSW,Chicago,CHI,91,Golden State,GSW,99,Golden State,GSW,Chicago,CHI
14273,201112260IND,Detroit,DET,79,Indiana,IND,91,Indiana,IND,Detroit,DET
14274,201112260MIN,Oklahoma City,OKC,104,Minnesota,MIN,100,Oklahoma City,OKC,Minnesota,MIN
14275,201112260ORL,Houston,HOU,95,Orlando,ORL,104,Orlando,ORL,Houston,HOU
14276,201112260PHO,New Orleans,NOH,85,Phoenix,PHO,84,New Orleans,NOH,Phoenix,PHO
14277,201112260POR,Philadelphia,PHI,103,Portland,POR,107,Portland,POR,Philadelphia,PHI
14278,201112260SAC,LA Lakers,LAL,91,Sacramento,SAC,100,Sacramento,SAC,LA Lakers,LAL
14279,201112260SAS,Memphis,MEM,82,San Antonio,SAS,95,San Antonio,SAS,Memphis,MEM
14280,201112260WAS,New Jersey,NJN,90,Washington,WAS,84,New Jersey,NJN,Washington,WAS
14281,201112270LAL,Utah,UTA,71,LA Lakers,LAL,96,LA Lakers,LAL,Utah,UTA
14282,201112270MIA,Boston,BOS,107,Miami,MIA,115,Miami,MIA,Boston,BOS
14283,201112270MIL,Minnesota,MIN,95,Milwaukee,MIL,98,Milwaukee,MIL,Minnesota,MIN
14284,201112270NJN,Atlanta,ATL,106,New Jersey,NJN,70,Atlanta,ATL,New Jersey,NJN
14285,201112270POR,Sacramento,SAC,79,Portland,POR,101,Portland,POR,Sacramento,SAC
14286,201112280ATL,Washington,WAS,83,Atlanta,ATL,101,Atlanta,ATL,Washington,WAS
14287,201112280CHA,Miami,MIA,96,Charlotte,CHA,95,Miami,MIA,Charlotte,CHA
14288,201112280DEN,Utah,UTA,100,Denver,DEN,117,Denver,DEN,Utah,UTA
14289,201112280DET,Cleveland,CLE,105,Detroit,DET,89,Cleveland,CLE,Detroit,DET
14290,201112280GSW,New York,NYK,78,Golden State,GSW,92,Golden State,GSW,New York,NYK
14291,201112280MEM,Oklahoma City,OKC,98,Memphis,MEM,95,Oklahoma City,OKC,Memphis,MEM
14292,201112280NOH,Boston,BOS,78,New Orleans,NOH,97,New Orleans,NOH,Boston,BOS
14293,201112280PHO,Philadelphia,PHI,103,Phoenix,PHO,83,Philadelphia,PHI,Phoenix,PHO
14294,201112280SAS,LA Clippers,LAC,90,San Antonio,SAS,115,San Antonio,SAS,LA Clippers,LAC
14295,201112280TOR,Indiana,IND,90,Toronto,TOR,85,Indiana,IND,Toronto,TOR
14296,201112290HOU,San Antonio,SAS,85,Houston,HOU,105,Houston,HOU,San Antonio,SAS
14297,201112290LAL,New York,NYK,82,LA Lakers,LAL,99,LA Lakers,LAL,New York,NYK
14298,201112290OKC,Dallas,DAL,102,Oklahoma City,OKC,104,Oklahoma City,OKC,Dallas,DAL
14299,201112290ORL,New Jersey,NJN,78,Orlando,ORL,94,Orlando,ORL,New Jersey,NJN
14300,201112290POR,Denver,DEN,102,Portland,POR,111,Portland,POR,Denver,DEN
14301,201112290SAC,Chicago,CHI,108,Sacramento,SAC,98,Chicago,CHI,Sacramento,SAC
14302,201112300ATL,New Jersey,NJN,98,Atlanta,ATL,105,Atlanta,ATL,New Jersey,NJN
14303,201112300BOS,Detroit,DET,85,Boston,BOS,96,Boston,BOS,Detroit,DET
14304,201112300CHA,Orlando,ORL,100,Charlotte,CHA,79,Orlando,ORL,Charlotte,CHA
14305,201112300DAL,Toronto,TOR,86,Dallas,DAL,99,Dallas,DAL,Toronto,TOR
14306,201112300IND,Cleveland,CLE,91,Indiana,IND,98,Indiana,IND,Cleveland,CLE
14307,201112300LAC,Chicago,CHI,114,LA Clippers,LAC,101,Chicago,CHI,LA Clippers,LAC
14308,201112300MEM,Houston,HOU,93,Memphis,MEM,113,Memphis,MEM,Houston,HOU
14309,201112300MIL,Washington,WAS,81,Milwaukee,MIL,102,Milwaukee,MIL,Washington,WAS
14310,201112300MIN,Miami,MIA,103,Minnesota,MIN,101,Miami,MIA,Minnesota,MIN
14311,201112300NOH,Phoenix,PHO,93,New Orleans,NOH,78,Phoenix,PHO,New Orleans,NOH
14312,201112300UTA,Philadelphia,PHI,99,Utah,UTA,102,Utah,UTA,Philadelphia,PHI
14313,201112310DET,Indiana,IND,88,Detroit,DET,96,Detroit,DET,Indiana,IND
14314,201112310GSW,Philadelphia,PHI,107,Golden State,GSW,79,Philadelphia,PHI,Golden State,GSW
14315,201112310HOU,Atlanta,ATL,84,Houston,HOU,95,Houston,HOU,Atlanta,ATL
14316,201112310LAL,Denver,DEN,89,LA Lakers,LAL,92,LA Lakers,LAL,Denver,DEN
14317,201112310OKC,Phoenix,PHO,97,Oklahoma City,OKC,107,Oklahoma City,OKC,Phoenix,PHO
14318,201112310SAC,New York,NYK,114,Sacramento,SAC,92,New York,NYK,Sacramento,SAC
14319,201112310SAS,Utah,UTA,89,San Antonio,SAS,104,San Antonio,SAS,Utah,UTA
14320,201201010CHI,Memphis,MEM,64,Chicago,CHI,104,Chicago,CHI,Memphis,MEM
14321,201201010CLE,New Jersey,NJN,82,Cleveland,CLE,98,Cleveland,CLE,New Jersey,NJN
14322,201201010DEN,LA Lakers,LAL,90,Denver,DEN,99,Denver,DEN,LA Lakers,LAL
14323,201201010LAC,Portland,POR,88,LA Clippers,LAC,93,LA Clippers,LAC,Portland,POR
14324,201201010MIA,Charlotte,CHA,90,Miami,MIA,129,Miami,MIA,Charlotte,CHA
14325,201201010MIN,Dallas,DAL,82,Minnesota,MIN,99,Minnesota,MIN,Dallas,DAL
14326,201201010ORL,Toronto,TOR,96,Orlando,ORL,102,Orlando,ORL,Toronto,TOR
14327,201201010SAC,New Orleans,NOH,80,Sacramento,SAC,96,Sacramento,SAC,New Orleans,NOH
14328,201201010WAS,Boston,BOS,94,Washington,WAS,86,Boston,BOS,Washington,WAS
14329,201201020BOS,Washington,WAS,92,Boston,BOS,100,Boston,BOS,Washington,WAS
14330,201201020DAL,Oklahoma City,OKC,87,Dallas,DAL,100,Dallas,DAL,Oklahoma City,OKC
14331,201201020DEN,Milwaukee,MIL,86,Denver,DEN,91,Denver,DEN,Milwaukee,MIL
14332,201201020DET,Orlando,ORL,78,Detroit,DET,89,Detroit,DET,Orlando,ORL
14333,201201020MIA,Atlanta,ATL,100,Miami,MIA,92,Atlanta,ATL,Miami,MIA
14334,201201020MIN,San Antonio,SAS,96,Minnesota,MIN,106,Minnesota,MIN,San Antonio,SAS
14335,201201020NJN,Indiana,IND,108,New Jersey,NJN,94,Indiana,IND,New Jersey,NJN
14336,201201020NYK,Toronto,TOR,90,New York,NYK,85,Toronto,TOR,New York,NYK
14337,201201020PHO,Golden State,GSW,91,Phoenix,PHO,102,Phoenix,PHO,Golden State,GSW
14338,201201020UTA,New Orleans,NOH,90,Utah,UTA,94,Utah,UTA,New Orleans,NOH
14339,201201030CHI,Atlanta,ATL,74,Chicago,CHI,76,Chicago,CHI,Atlanta,ATL
14340,201201030CLE,Charlotte,CHA,101,Cleveland,CLE,115,Cleveland,CLE,Charlotte,CHA
